tid,comAuthor,comAuthorImg,comContent,comAddress,comTime
9264705822,月ye的忧伤,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.d0cbf74.F0q69h1XdHkkMo4hZAva5w?t=1459905641,                    ,四川,2024-11-16 00:47
9264705822,未知作者,无头像,,地址信息缺失,时间信息缺失
9264705822,戏鼠不是瞎说,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.c76c821.hoqitQy_2Qta-ui_qgUEcw?t=1630728267,                    没我就是黑幕,云南,2024-11-16 01:13
9264705822,孙笑川3333,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.363f2e3c.7y58ktJAigaQQkFfNdpgvg?t=1732919603,                    为什么没有我,广西,2024-11-17 03:41
9264705822,贴吧用户_abKStKS,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.44bdf49d.lvRQewkqFAkZvm5hXTAVMQ?t=1662714959,                    黑幕,浙江,2024-11-17 11:05
9264705822,来恩斯塔公爵,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.6f569cb.Lr86HTUSm7ZSR4EPDlidCw?t=1721300269,                    3,新疆,2024-11-17 13:26
9264705822,小橘子吖👮🏿‍,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.f9899941._0TsTUj-BL228JKt69Q62w?t=1730293172,                    ,浙江,2024-11-17 14:12
9264705822,井井井丶强,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.22dbc115.ab9l6rOOoOSRkvc65-DkZw?t=1728866907,                    123,天津,2024-11-17 16:49
9264705822,未知作者,无头像,,地址信息缺失,时间信息缺失
9264705822,南峰知我亦,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.3a97b509.1eKHq85-frCRhBRK3xk3Gg?t=1711337375,                    😃,河南,2024-11-17 19:06
9264705822,贴吧用户_5Z4VJJe,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.cd8a41.AJTeNm8Chv0WXbbuiAT69A?t=1729963520,                    3,青海,2024-11-18 10:33
9264705822,贴吧用户_5Z4VJJe,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.cd8a41.AJTeNm8Chv0WXbbuiAT69A?t=1729963520,                    内幕,青海,2024-11-18 10:34
9264705822,周会敏Dx,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.23325c96.reByVPq8i0I4nxQt6XKfAQ?t=1677031765,                    3,浙江,2024-11-18 13:05
9264705822,枫可柰,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.9e993e90.8FzsvAp3ooY00asEZvQoNA?t=1730047458,                    ,陕西,2024-11-18 14:56
9264705822,贴吧用户_GWCSZJN,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.80317369.NZoRA9C3g-rjce2MTU1YlA?t=1655809568,                    3,安徽,2024-11-18 23:49
9264705822,未知作者,无头像,,地址信息缺失,时间信息缺失
9264705822,贴吧用户_GWCSZJN,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.80317369.NZoRA9C3g-rjce2MTU1YlA?t=1655809568,                    3,安徽,2024-11-18 23:49
9264705822,贴吧用户_GWCSZJN,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.80317369.NZoRA9C3g-rjce2MTU1YlA?t=1655809568,                    3,安徽,2024-11-18 23:49
9264705822,贴吧用户_GWCSZJN,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.80317369.NZoRA9C3g-rjce2MTU1YlA?t=1655809568,                    3,安徽,2024-11-18 23:49
9264705822,張大佛爷¹¹,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.b768c488.OMqJnoDVubdmYkw0mOpoGw?t=1670480443,                    +3,山西,2024-11-19 07:25
9264705822,阴阳空格,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.b5a30037.WIb6M3mL81yNFcDoxBg0Kg?t=1705813390,                    3,黑龙江,2024-11-19 10:44
9264705822,阴阳空格,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.b5a30037.WIb6M3mL81yNFcDoxBg0Kg?t=1705813390,                    3,黑龙江,2024-11-19 10:44
9264705822,未知作者,无头像,,地址信息缺失,时间信息缺失
9264705822,阴阳空格,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.b5a30037.WIb6M3mL81yNFcDoxBg0Kg?t=1705813390,                    3,黑龙江,2024-11-19 10:44
9264705822,阴阳空格,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.b5a30037.WIb6M3mL81yNFcDoxBg0Kg?t=1705813390,                    3,黑龙江,2024-11-19 10:44
9264705822,阴阳空格,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.b5a30037.WIb6M3mL81yNFcDoxBg0Kg?t=1705813390,                    3,黑龙江,2024-11-19 10:44
9264705822,烫头老师傅,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.f0564e23.KytRCFRohTBJ38SXWGVElQ,                    定制,重庆,2024-11-19 16:39
9264705822,阴阳空格,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.b5a30037.WIb6M3mL81yNFcDoxBg0Kg?t=1705813390,                    3,黑龙江,2024-11-20 10:30
9264705822,阴阳空格,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.b5a30037.WIb6M3mL81yNFcDoxBg0Kg?t=1705813390,                    3,黑龙江,2024-11-20 10:30
9264705822,未知作者,无头像,,地址信息缺失,时间信息缺失
9264705822,阴阳空格,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.b5a30037.WIb6M3mL81yNFcDoxBg0Kg?t=1705813390,                    3,黑龙江,2024-11-20 10:30
9264705822,阴阳空格,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.b5a30037.WIb6M3mL81yNFcDoxBg0Kg?t=1705813390,                    3,黑龙江,2024-11-20 10:30
9264705822,阴阳空格,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.b5a30037.WIb6M3mL81yNFcDoxBg0Kg?t=1705813390,                    3,黑龙江,2024-11-20 10:30
9264705822,贴吧赛事,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.46832ee5.xaQvz_OxIisHmGAtV_D3TQ?t=1720426323,                      @又不道流年暗中偷换    @黑夜寻阳 @ayasadesu   @哟哟哟拳   @向-日-葵_ @六爷煮粥喝   @Saner🐧   @那风骚的一闪   @snowmeteor   @贴吧用户_JaRDeCP @零下274   @你的老五呀   @天使笑笑吧   @我一直很持久   @诶好多事   @梵蒂冈地图   @漫天星斗   @一只文少- @Charon:   @酒井花一   @Tuinxs   @亦洝   @贴吧用户_GbCG3SC   @逆时间路途   @Yk1106-   @Hug我的   @xhx18248038723   @贴吧用户_086MJAe   @liuchang0108   @丸原悔惪的購   @wbg夹夹go   @relax：）   @寂寞如雪·费马   @溪午呀   @曦越曳   @贴吧用户_7M26Ny9   @贴吧用户_atSyXe3   @贴吧用户_aZUtDQ2   @sTorY   @漂乎兮乎   @飛雨落花中   @贴吧用户_GWVbeDe @是是是_你说的_都对   @M78的好男孩   @小屁猪仔   @师姐celina   @jkl😋   @人间世非梦   @只只只只！ @ajjdh好以上中奖人员还没有回复小赛私信消息～，请查看贴吧消息，并于11.20日23:59前及时回复，最后一次提醒啦，截止今日后还未回复则视为放弃奖品领取,北京,2024-11-20 11:37
9265049618,很甜的甜,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.97c2f3d.dRWRWHFfSuqBmSzzNVsU6g?t=1708875519,                    太好了,重庆,2024-11-13 17:33
9265049618,未知作者,无头像,,地址信息缺失,时间信息缺失
9265049618,白羊哦哦哦好吧,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.6766b3a1.YG4ouaE_slJvW4sl8_h_dg,                    q 币怎么兑换啊？怎么感觉给的卡号和密码都不对？位数都不对,山东,2024-11-14 12:34
9265049618,晴晴晴子,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.ac934348.G6TgSjOAyKRUPtvvwDk7yg?t=1722235156,                    我超，中奖了？,江苏,2024-11-14 12:44
9265049618,啊林不吃亏,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.96fd8a64.8N0yiprJAH2zVrTxuWm5rA?t=1730972019,                    ,安徽,2024-11-14 14:11
9265049618,寿司小姐不加醋,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.31f43a77.VUQwNWunQuI7qZAgCRsrSQ?t=1694754644,                    中奖了？🤤,湖北,2024-11-14 19:38
9265049618,没有平衡的天秤,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.f72f33fa.9jwe5906vhK9yYhHJ2Gkhg?t=1729482918,                    30Q币，好耶,江苏,2024-11-14 22:36
9265049618,BLGelk,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.f35cb2ca.njH1OniuP1BTD1Cg7CSyBw?t=1716038374,                    这个年鉴是官方的吗,河北,2024-11-15 13:34
9265049618,未知作者,无头像,,地址信息缺失,时间信息缺失
9265049618,玫瑰精灵好贵,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.34a72c4b.QimpdgYlqTPaQvev6UgTxg?t=1712637675,                    nice 这辈子第一次,湖北,2024-11-15 15:58
9265049618,星河长明6,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.70cf0e14.PtKHtlmvTdcezo_G265hcQ?t=1665178611,                    有没有要出的，我啥也没中,河南,2024-11-15 18:26
9265049618,姬如梦2,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.a295e8d7._zXKQAhU60b8qNz_w7N0XA,                    加油,福建,2024-11-15 18:41
9265049618,落羽゙゙,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.6b21b1a9.pnwuBvUcQ-DR4zl6FY-05A?t=1723310715,                    3,黑龙江,2024-11-15 18:42
9265049618,秋刀芋,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.ff39b1c9.SeR39fKGe-VFU4QYbsIcfQ,                    太好了，中奖了,安徽,2024-11-15 18:47
9265049618,青云未霁,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.69775e86.R70MaQqxIeFbHmeAi9lCEQ,                    3,安徽,2024-11-15 19:20
9265049618,未知作者,无头像,,地址信息缺失,时间信息缺失
9265049618,我弟弟无,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.4966264d.HCTl1zERGjLTVRHX0pESrQ?t=1549423004,                    诶,江西,2024-11-15 19:20
9265049618,秋刀芋,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.ff39b1c9.SeR39fKGe-VFU4QYbsIcfQ,                    还没收到信息啊。,安徽,2024-11-16 01:22
9265049618,szf1533,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.17e36b89._1nJg-PVpI9MV4iOQrijAg?t=1699531249,                    blg输了我赢了,江苏,2024-11-16 17:02
